Visit,Status,Targets,Configs,Orbits,Start_UT,start_UT_date,start_UT_time,start_TimeISO,End_UT,exp_(s)
B7,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,10/9/2014 17:13,2014-10-09,17:13:53,2014-10-09 17:13:53,10/9/2014 23:09,21339
25,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,10/10/2014 21:53,2014-10-10,21:53:25,2014-10-10 21:53:25,10/11/2014 0:33,9590
B8,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,10/11/2014 21:46,2014-10-11,21:46:21,2014-10-11 21:46:21,10/12/2014 3:41,21337
B9,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,10/12/2014 16:52,2014-10-12,16:52:40,2014-10-12 16:52:40,10/12/2014 22:48,21337
16,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,10/25/2014 20:06,2014-10-25,20:06:16,2014-10-25 20:06:16,10/25/2014 22:43,9436
A1,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,10/28/2014 14:59,2014-10-28,14:59:08,2014-10-28 14:59:08,10/28/2014 20:50,21106
A2,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,11/2/2014 17:41,2014-11-02,17:41:43,2014-11-02 17:41:43,11/2/2014 23:29,20847
A3,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,11/3/2014 14:25,2014-11-03,14:25:02,2014-11-03 14:25:02,11/3/2014 20:12,20844
2,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,11/11/2014 13:35,2014-11-11,13:35:05,2014-11-11 13:35:05,11/11/2014 16:12,9444.999999
28,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,11/11/2014 16:46,2014-11-11,16:46:10,2014-11-11 16:46:10,11/11/2014 19:23,9448
32,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,11/11/2014 19:57,2014-11-11,19:57:16,2014-11-11 19:57:16,11/11/2014 22:34,9454
63,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,2/19/2015 4:32,2015-02-19,4:32:09,2015-02-19 04:32:09,2/19/2015 8:39,14838
81,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,2/19/2015 9:22,2015-02-19,9:22:56,2015-02-19 09:22:56,2/19/2015 15:06,20616
38,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,2/27/2015 16:43,2015-02-27,16:43:54,2015-02-27 16:43:54,2/27/2015 22:05,19273
40,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,2/28/2015 21:22,2015-02-28,21:22:37,2015-02-28 21:22:37,3/1/2015 2:50,19660
50,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,3/4/2015 14:07,2015-03-04,14:07:08,2015-03-04 14:07:08,3/4/2015 16:46,9538
45,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,3/5/2015 22:19,2015-03-05,22:19:31,2015-03-05 22:19:31,3/6/2015 2:08,13746
82,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,3/6/2015 7:29,2015-03-06,7:29:47,2015-03-06 07:29:47,3/6/2015 13:21,21112
37,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,3/6/2015 13:51,2015-03-06,13:51:43,2015-03-06 13:51:43,3/6/2015 16:29,9483
83,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,3/7/2015 10:32,2015-03-07,10:32:25,2015-03-07 10:32:25,3/7/2015 16:26,21233
67,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,3/8/2015 8:48,2015-03-08,8:48:50,2015-03-08 08:48:50,3/8/2015 11:25,9393
51,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,3/8/2015 11:59,2015-03-08,11:59:44,2015-03-08 11:59:44,3/8/2015 14:36,9395
91,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,3/15/2015 7:50,2015-03-15,7:50:43,2015-03-15 07:50:43,3/15/2015 13:44,21209
92,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,3/16/2015 9:17,2015-03-16,9:17:46,2015-03-16 09:17:46,3/16/2015 15:11,21211
93,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,3/17/2015 10:45,2015-03-17,10:45:04,2015-03-17 10:45:04,3/17/2015 16:39,21287
94,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,3/18/2015 4:14,2015-03-18,4:14:09,2015-03-18 04:14:09,3/18/2015 10:33,22781
55,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,3/18/2015 10:37,2015-03-18,10:37:26,2015-03-18 10:37:26,3/18/2015 13:14,9443
95,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,3/18/2015 15:23,2015-03-18,15:23:13,2015-03-18 15:23:13,3/18/2015 21:16,21218
96,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,3/19/2015 5:40,2015-03-19,5:40:32,2015-03-19 05:40:32,3/19/2015 12:05,23077
97,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,3/21/2015 7:01,2015-03-21,7:01:34,2015-03-21 07:01:34,3/21/2015 12:55,21213
98,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,3/22/2015 6:53,2015-03-22,6:53:25,2015-03-22 06:53:25,3/22/2015 12:46,21213
60,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,3/23/2015 8:21,2015-03-23,8:21:13,2015-03-23 08:21:13,3/23/2015 10:58,9442
65,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,2,3/24/2015 6:36,2015-03-24,6:36:23,2015-03-24 06:36:23,3/24/2015 9:42,11153
99,Archived,MACSJ0717.5+3745,ACS/WFC_WFC3/IR,4,3/24/2015 14:34,2015-03-24,14:34:20,2015-03-24 14:34:20,3/24/2015 20:27,21211
1,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,11/2/2013 1:57,2013-11-02,1:57:21,2013-11-02 01:57:21,11/2/2013 4:36,9578
36,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,4/14/2014 17:23,2014-04-14,17:23:04,2014-04-14 17:23:04,4/14/2014 20:04,9691
2,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,11/20/2014 0:01,2014-11-20,0:01:28,2014-11-20 00:01:28,11/20/2014 2:37,9361
16,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,11/20/2014 19:07,2014-11-20,19:07:46,2014-11-20 19:07:46,11/20/2014 21:43,9362
28,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,11/20/2014 22:18,2014-11-20,22:18:49,2014-11-20 22:18:49,11/21/2014 0:54,9362
32,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,11/21/2014 1:29,2014-11-21,1:29:53,2014-11-21 01:29:53,11/21/2014 4:05,9361
A1,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,11/21/2014 4:39,2014-11-21,4:39:26,2014-11-21 04:39:26,11/21/2014 10:35,21337
5,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,11/21/2014 23:47,2014-11-21,23:47:14,2014-11-21 23:47:14,11/22/2014 2:23,9361
10,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,11/22/2014 2:58,2014-11-22,2:58:17,2014-11-22 02:58:17,11/22/2014 5:34,9361
15,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,11/22/2014 6:09,2014-11-22,6:09:20,2014-11-22 06:09:20,11/22/2014 8:45,9361
20,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,11/23/2014 18:46,2014-11-23,18:46:23,2014-11-23 18:46:23,11/23/2014 21:52,11193
A2,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,12/11/2014 18:09,2014-12-11,18:09:06,2014-12-11 18:09:06,12/12/2014 0:02,21225
25,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,12/14/2014 19:25,2014-12-14,19:25:29,2014-12-14 19:25:29,12/14/2014 21:59,9223
A3,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,12/15/2014 20:52,2014-12-15,20:52:58,2014-12-15 20:52:58,12/16/2014 2:45,21162
B1,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,12/20/2014 18:44,2014-12-20,18:44:52,2014-12-20 18:44:52,12/21/2014 0:37,21170
B2,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,12/23/2014 18:24,2014-12-23,18:24:32,2014-12-23 18:24:32,12/24/2014 0:18,21227
B3,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,12/24/2014 16:42,2014-12-24,16:42:03,2014-12-24 16:42:03,12/24/2014 22:35,21235
B4,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,12/26/2014 16:27,2014-12-26,16:27:05,2014-12-26 16:27:05,12/26/2014 22:21,21292
B5,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,12/29/2014 11:18,2014-12-29,11:18:24,2014-12-29 11:18:24,12/29/2014 17:13,21298
B6,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,1/1/2015 15:41,2015-01-01,15:41:51,2015-01-01 15:41:51,1/1/2015 21:37,21332
B8,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,1/3/2015 10:40,2015-01-03,10:40:11,2015-01-03 10:40:11,1/3/2015 16:35,21331
B7,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,1/4/2015 8:57,2015-01-04,8:57:04,2015-01-04 08:57:04,1/4/2015 14:52,21331
B9,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,1/5/2015 16:46,2015-01-05,16:46:31,2015-01-05 16:46:31,1/5/2015 22:42,21331
30,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,1/7/2015 11:46,2015-01-07,11:46:12,2015-01-07 11:46:12,1/7/2015 14:22,9360
91,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,4/19/2015 9:53,2015-04-19,9:53:55,2015-04-19 09:53:55,4/19/2015 15:47,21186
60,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,4/20/2015 12:56,2015-04-20,12:56:51,2015-04-20 12:56:51,4/20/2015 15:34,9466
45,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,4/21/2015 16:22,2015-04-21,16:22:42,2015-04-21 16:22:42,4/21/2015 21:38,18928
55,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,4/22/2015 14:16,2015-04-22,14:16:26,2015-04-22 14:16:26,4/22/2015 16:54,9465
65,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,4/23/2015 12:32,2015-04-23,12:32:47,2015-04-23 12:32:47,4/23/2015 15:09,9425.999999
92,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,4/24/2015 23:33,2015-04-24,23:33:54,2015-04-24 23:33:54,4/25/2015 5:25,21072
40,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,4/25/2015 13:52,2015-04-25,13:52:48,2015-04-25 13:52:48,4/25/2015 16:28,9360
50,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,4/25/2015 17:26,2015-04-25,17:26:13,2015-04-25 17:26:13,4/25/2015 22:37,18680
93,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,4/25/2015 23:25,2015-04-25,23:25:56,2015-04-25 23:25:56,4/26/2015 5:16,21054
94,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,4/28/2015 5:32,2015-04-28,5:32:58,2015-04-28 05:32:58,4/28/2015 11:49,22607
95,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,4/28/2015 11:54,2015-04-28,11:54:47,2015-04-28 11:54:47,4/28/2015 17:46,21090
96,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,4/29/2015 11:46,2015-04-29,11:46:36,2015-04-29 11:46:36,4/29/2015 17:37,21043
97,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,4/30/2015 8:27,2015-04-30,8:27:31,2015-04-30 08:27:31,4/30/2015 14:16,20958
98,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,5/1/2015 6:43,2015-05-01,6:43:09,2015-05-01 06:43:09,5/1/2015 13:03,22820
99,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,5/1/2015 13:05,2015-05-01,13:05:29,2015-05-01 13:05:29,5/1/2015 18:56,21079
81,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,5/7/2015 9:03,2015-05-07,9:03:12,2015-05-07 09:03:12,5/7/2015 14:56,21216
82,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,5/8/2015 10:30,2015-05-08,10:30:22,2015-05-08 10:30:22,5/8/2015 16:23,21217
83,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,4,5/9/2015 8:46,2015-05-09,8:46:38,2015-05-09 08:46:38,5/9/2015 14:40,21216
37,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,5/13/2015 13:00,2015-05-13,13:00:15,2015-05-13 13:00:15,5/13/2015 15:37,9444
51,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,5/15/2015 7:56,2015-05-15,7:56:37,2015-05-15 07:56:37,5/15/2015 10:56,10818
63,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,5/17/2015 18:48,2015-05-17,18:48:43,2015-05-17 18:48:43,5/17/2015 21:25,9419
67,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,2,5/19/2015 7:22,2015-05-19,7:22:53,2015-05-19 07:22:53,5/19/2015 10:19,10568
K1,Archived,ABELL370-IR1,ACS/WFC_WFC3/IR,1,11/24/2014 23:17,2014-11-24,23:17:41,2014-11-24 23:17:41,11/25/2014 1:36,8307
KU,Archived,ABELL370,WFC3/UVIS,1,11/25/2014 2:06,2014-11-25,2:06:33,2014-11-25 02:06:33,11/25/2014 4:06,7199
R1,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,11/29/2014 21:13,2014-11-29,21:13:19,2014-11-29 21:13:19,11/29/2014 22:18,3940
R2,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,12/1/2014 22:33,2014-12-01,22:33:35,2014-12-01 22:33:35,12/1/2014 23:39,3940
R3,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,12/3/2014 0:01,2014-12-03,0:01:37,2014-12-03 00:01:37,12/3/2014 1:07,3940
R4,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,12/5/2014 17:17,2014-12-05,17:17:06,2014-12-05 17:17:06,12/5/2014 18:37,4830
R5,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,12/8/2014 12:08,2014-12-08,12:08:24,2014-12-08 12:08:24,12/8/2014 14:17,7758.999999
K2,Archived,ABELL370-IR1,ACS/WFC_WFC3/IR,1,12/8/2014 10:00,2014-12-08,10:00:44,2014-12-08 10:00:44,12/8/2014 11:34,5649
R6,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,12/9/2014 2:27,2014-12-09,2:27:57,2014-12-09 02:27:57,12/9/2014 3:33,3940
K3,Archived,ABELL370-IR1,ACS/WFC_WFC3/IR,1,12/15/2014 9:11,2014-12-15,9:11:43,2014-12-15 09:11:43,12/15/2014 10:39,5242
RA,Archived,MACSJ1149.5+2223,WFC3/UVIS,2,12/22/2014 21:45,2014-12-22,21:45:14,2014-12-22 21:45:14,12/23/2014 0:20,9342
RB,Archived,MACSJ1149.5+2223,WFC3/UVIS,2,12/23/2014 12:02,2014-12-23,12:02:47,2014-12-23 12:02:47,12/23/2014 15:51,13752
R7,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,1/11/2015 22:23,2015-01-11,22:23:44,2015-01-11 22:23:44,1/11/2015 23:29,3940
R8,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,1/14/2015 14:06,2015-01-14,14:06:00,2015-01-14 14:06:00,1/14/2015 15:28,4943
R9,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,1/22/2015 16:14,2015-01-22,16:14:31,2015-01-22 16:14:31,1/22/2015 17:42,5296
R0,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,1/27/2015 4:26,2015-01-27,4:26:56,2015-01-27 04:26:56,1/27/2015 5:34,4045
RC,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,2/9/2015 7:45,2015-02-09,7:45:20,2015-02-09 07:45:20,2/9/2015 10:13,8883
RD,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,2/23/2015 9:05,2015-02-23,9:05:38,2015-02-23 09:05:38,2/23/2015 10:13,4045
RE,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,3/9/2015 8:59,2015-03-09,8:59:52,2015-03-09 08:59:52,3/9/2015 10:54,6898
RF,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,3/23/2015 5:39,2015-03-23,5:39:07,2015-03-23 05:39:07,3/23/2015 8:11,9114
RG,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,4/6/2015 2:43,2015-04-06,2:43:29,2015-04-06 02:43:29,4/6/2015 6:09,12345
RH,Archived,MACSJ1149.5+2223,WFC3/IR,1,4/20/2015 1:49,2015-04-20,1:49:51,2015-04-20 01:49:51,4/20/2015 2:50,3665
RI,Archived,MACSJ1149.5+2223,WFC3/IR,1,5/7/2015 1:05,2015-05-07,1:05:20,2015-05-07 01:05:20,5/7/2015 2:06,3665.000001
RJ,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,5/26/2015 6:24,2015-05-26,6:24:50,2015-05-26 06:24:50,5/26/2015 7:32,4087
RK,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,6/15/2015 3:47,2015-06-15,3:47:21,2015-06-15 03:47:21,6/15/2015 4:54,4044.999999
RL,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,7/5/2015 1:05,2015-07-05,1:05:24,2015-07-05 01:05:24,7/5/2015 3:08,7395
RM,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,7/13/2015 4:36,2015-07-13,4:36:14,2015-07-13 04:36:14,7/13/2015 5:56,4806
RN,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,7/13/2015 6:10,2015-07-13,6:10:29,2015-07-13 06:10:29,7/13/2015 7:30,4787
RO,Archived,MACSJ1149.5+2223,ACS/WFC_WFC3/IR,1,7/20/2015 22:43,2015-07-20,22:43:16,2015-07-20 22:43:16,7/21/2015 0:53,7811
A1,Archived,ABELL-370,ACS/WFC_WFC3/IR,1,9/1/2015 3:48,2015-09-01,3:48:39,2015-09-01 03:48:39,9/1/2015 6:02,8003
1,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,10/25/2014 8:36,2014-10-25,8:36:25,2014-10-25 08:36:25,10/25/2014 11:05,8946
2,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,10/11/2015 15:05,2015-10-11,15:05:14,2015-10-11 15:05:14,10/11/2015 17:44,9582
16,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,10/13/2015 10:01,2015-10-13,10:01:02,2015-10-13 10:01:02,10/13/2015 12:40,9583
A1,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,10/14/2015 11:27,2015-10-14,11:27:30,2015-10-14 11:27:30,10/14/2015 17:22,21315
A2,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,10/15/2015 8:07,2015-10-15,8:07:45,2015-10-15 08:07:45,10/15/2015 14:03,21315
28,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,10/15/2015 14:31,2015-10-15,14:31:52,2015-10-15 14:31:52,10/15/2015 17:09,9432
32,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,10/16/2015 12:45,2015-10-16,12:45:00,2015-10-16 12:45:00,10/16/2015 15:24,9582
A3,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,10/18/2015 7:40,2015-10-18,7:40:52,2015-10-18 07:40:52,10/18/2015 13:36,21316
5,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,10/18/2015 14:05,2015-10-18,14:05:00,2015-10-18 14:05:00,10/18/2015 16:42,9431
15,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,10/21/2015 8:51,2015-10-21,8:51:53,2015-10-21 08:51:53,10/21/2015 11:28,9424
25,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,10/22/2015 8:40,2015-10-22,8:40:14,2015-10-22 08:40:14,10/22/2015 11:19,9582
B1,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,10/25/2015 3:26,2015-10-25,3:26:54,2015-10-25 03:26:54,10/25/2015 9:22,21314
B2,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,10/27/2015 7:55,2015-10-27,7:55:00,2015-10-27 07:55:00,10/27/2015 13:52,21456
B4,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,11/1/2015 7:09,2015-11-01,7:09:23,2015-11-01 07:09:23,11/1/2015 13:08,21569
B3,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,11/5/2015 4:57,2015-11-05,4:57:15,2015-11-05 04:57:15,11/5/2015 10:52,21315
30,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,11/6/2015 3:12,2015-11-06,3:12:52,2015-11-06 03:12:52,11/6/2015 5:52,9584
B5,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,11/7/2015 23:44,2015-11-07,23:44:25,2015-11-07 23:44:25,11/8/2015 5:40,21367
B6,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,11/8/2015 6:18,2015-11-08,6:18:24,2015-11-08 06:18:24,11/8/2015 12:04,20769
B7,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,11/9/2015 10:46,2015-11-09,10:46:04,2015-11-09 10:46:04,11/9/2015 16:53,22054
B8,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,11/11/2015 5:42,2015-11-11,5:42:17,2015-11-11 05:42:17,11/11/2015 11:39,21453
B9,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,11/12/2015 5:35,2015-11-12,5:35:45,2015-11-12 05:35:45,11/12/2015 11:33,21458
BA,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,11/13/2015 3:53,2015-11-13,3:53:58,2015-11-13 03:53:58,11/13/2015 6:58,11078
BB,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,11/13/2015 7:12,2015-11-13,7:12:48,2015-11-13 07:12:48,11/13/2015 9:46,9246
40,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,4/21/2016 1:20,2016-04-21,1:20:11,2016-04-21 01:20:11,4/21/2016 6:35,18928
91,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,4/21/2016 8:53,2016-04-21,8:53:08,2016-04-21 08:53:08,4/21/2016 14:39,20758
92,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,4/21/2016 20:01,2016-04-21,20:01:18,2016-04-21 20:01:18,4/22/2016 1:58,21428
45,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,4/22/2016 2:47,2016-04-22,2:47:55,2016-04-22 02:47:55,4/22/2016 8:00,18725
96,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,4/22/2016 8:45,2016-04-22,8:45:05,2016-04-22 08:45:05,4/22/2016 14:29,20655
93,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,4/22/2016 19:54,2016-04-22,19:54:31,2016-04-22 19:54:31,4/23/2016 1:48,21245
60,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,4/23/2016 18:12,2016-04-23,18:12:04,2016-04-23 18:12:04,4/23/2016 20:36,8668
94,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,4/23/2016 21:22,2016-04-23,21:22:49,2016-04-23 21:22:49,4/24/2016 3:18,21321
95,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,4/24/2016 16:27,2016-04-24,16:27:48,2016-04-24 16:27:48,4/24/2016 22:09,20485
55,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,4/25/2016 10:01,2016-04-25,10:01:14,2016-04-25 10:01:14,4/25/2016 12:25,8668
50,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,4/25/2016 13:12,2016-04-25,13:12:24,2016-04-25 13:12:24,4/25/2016 15:37,8684
97,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,4/25/2016 16:16,2016-04-25,16:16:17,2016-04-25 16:16:17,4/25/2016 22:04,20909
98,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,4/25/2016 22:45,2016-04-25,22:45:46,2016-04-25 22:45:46,4/26/2016 4:35,20994
65,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,4/26/2016 5:07,2016-04-26,5:07:40,2016-04-26 05:07:40,4/26/2016 7:34,8800
99,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,4/26/2016 19:22,2016-04-26,19:22:41,2016-04-26 19:22:41,4/27/2016 1:11,20943
51,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,5/4/2016 0:49,2016-05-04,0:49:34,2016-05-04 00:49:34,5/4/2016 3:29,9567
37,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,5/16/2016 19:34,2016-05-16,19:34:35,2016-05-16 19:34:35,5/16/2016 22:14,9580
38,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,5/22/2016 20:12,2016-05-22,20:12:51,2016-05-22 20:12:51,5/22/2016 22:52,9580
81,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,5/25/2016 18:08,2016-05-25,18:08:56,2016-05-25 18:08:56,5/26/2016 0:04,21308
63,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,5/26/2016 0:30,2016-05-26,0:30:23,2016-05-26 00:30:23,5/26/2016 4:42,15143
67,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,2,5/26/2016 16:24,2016-05-26,16:24:00,2016-05-26 16:24:00,5/26/2016 19:03,9580
82,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,5/28/2016 14:29,2016-05-28,14:29:26,2016-05-28 14:29:26,5/28/2016 20:24,21307
83,Archived,ABELL-S1063,ACS/WFC_WFC3/IR,4,5/30/2016 15:45,2016-05-30,15:45:20,2016-05-30 15:45:20,5/30/2016 21:40,21307
38,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,7/18/2015 23:59,2015-07-18,23:59:18,2015-07-18 23:59:18,7/19/2015 2:39,9586
B1,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,12/19/2015 3:47,2015-12-19,3:47:31,2015-12-19 03:47:31,12/19/2015 9:42,21316
B2,Archived,ABELL-370,ACS/WFC_WFC3/IR,4,12/20/2015 6:49,2015-12-20,6:49:29,2015-12-20 06:49:29,12/20/2015 12:44,21317
5,Archived,ABELL-370,ACS/WFC_WFC3/IR,2,12/22/2015 11:18,2015-12-22,11:18:00,2015-12-22 11:18:00,12/22/2015 13:57,9583
