wave (um), F062, F087, F106, F129, F146, F158, F184, F213
1.643,0,0,0,0,2.9598,2.9598,0.0587,0
1.644,0,0,0,0,2.9605,2.9605,0.0662,0
1.645,0,0,0,0,2.9612,2.9612,0.0746,0
1.646,0,0,0,0,2.9619,2.9619,0.0838,0
1.647,0,0,0,0,2.9626,2.9626,0.0939,0
1.648,0,0,0,0,2.9632,2.9632,0.105,0
1.649,0,0,0,0,2.9639,2.9639,0.1171,0
1.65,0,0,0,0,2.9645,2.9645,0.1304,0
1.651,0,0,0,0,2.9649,2.9649,0.1449,0
1.652,0,0,0,0,2.9655,2.9655,0.1606,0
1.653,0,0,0,0,2.9667,2.9667,0.1776,0
1.654,0,0,0,0,2.968,2.968,0.196,0
1.655,0,0,0,0,2.9686,2.9686,0.2158,0
1.656,0,0,0,0,2.9689,2.9689,0.2371,0
1.657,0,0,0,0,2.9693,2.9693,0.2599,0
1.658,0,0,0,0,2.9697,2.9697,0.2843,0
1.659,0,0,0,0,2.97,2.97,0.3104,0
1.66,0,0,0,0,2.9705,2.9705,0.3381,0
1.661,0,0,0,0,2.9717,2.9717,0.3675,0
1.662,0,0,0,0,2.9728,2.9728,0.3988,0
1.663,0,0,0,0,2.9733,2.9733,0.4316,0
1.664,0,0,0,0,2.9735,2.9735,0.4662,0
1.665,0,0,0,0,2.9739,2.9739,0.5026,0
1.666,0,0,0,0,2.9742,2.9742,0.5406,0
1.667,0,0,0,0,2.9744,2.9744,0.5804,0
1.668,0,0,0,0,2.9749,2.9749,0.6219,0
1.669,0,0,0,0,2.9759,2.9759,0.6651,0
1.67,0,0,0,0,2.977,2.977,0.71,0
1.671,0,0,0,0,2.9774,2.9774,0.7562,0
1.672,0,0,0,0,2.9776,2.9776,0.8039,0
1.673,0,0,0,0,2.9778,2.9778,0.8529,0
1.674,0,0,0,0,2.9781,2.9781,0.9033,0
1.675,0,0,0,0,2.9784,2.9784,0.9548,0
1.676,0,0,0,0,2.9787,2.9787,1.0074,0
1.677,0,0,0,0,2.979,2.979,1.061,0
1.678,0,0,0,0,2.9792,2.9792,1.1154,0
1.679,0,0,0,0,2.9793,2.9793,1.1705,0
1.68,0,0,0,0,2.9797,2.9797,1.2262,0
1.681,0,0,0,0,2.9807,2.9807,1.2827,0
1.682,0,0,0,0,2.9817,2.9816,1.3395,0
1.683,0,0,0,0,2.982,2.982,1.3962,0
1.684,0,0,0,0,2.9821,2.9821,1.4527,0
1.685,0,0,0,0,2.9823,2.9823,1.5092,0
1.686,0,0,0,0,2.9826,2.9825,1.5654,0
1.687,0,0,0,0,2.9828,2.9828,1.6212,0
1.688,0,0,0,0,2.983,2.983,1.6764,0
1.689,0,0,0,0,2.9832,2.9832,1.7309,0
1.69,0,0,0,0,2.9835,2.9834,1.7846,0
1.691,0,0,0,0,2.9837,2.9836,1.8374,0
1.692,0,0,0,0,2.9839,2.9838,1.889,0
1.693,0,0,0,0,2.9842,2.984,1.9396,0
1.694,0,0,0,0,2.9843,2.9842,1.9888,0
1.695,0,0,0,0,2.9844,2.9842,2.0365,0
1.696,0,0,0,0,2.9848,2.9845,2.0831,0
1.697,0,0,0,0,2.9858,2.9855,2.1285,0
1.698,0,0,0,0,2.9868,2.9864,2.1724,0
1.699,0,0,0,0,2.9871,2.9867,2.2142,0
1.7,0,0,0,0,2.9872,2.9867,2.2542,0
1.701,0,0,0,0,2.9876,2.987,2.2927,0
1.702,0,0,0,0,2.988,2.9872,2.3294,0
1.703,0,0,0,0,2.9883,2.9873,2.3644,0
1.704,0,0,0,0,2.9888,2.9877,2.3978,0
1.705,0,0,0,0,2.99,2.9887,2.43,0
1.706,0,0,0,0,2.9912,2.9896,2.4605,0
1.707,0,0,0,0,2.9917,2.9899,2.4888,0
1.708,0,0,0,0,2.992,2.9898,2.5152,0
1.709,0,0,0,0,2.9924,2.9898,2.5401,0
1.71,0,0,0,0,2.9928,2.9898,2.5634,0
1.711,0,0,0,0,2.9933,2.9897,2.5852,0
1.712,0,0,0,0,2.9937,2.9894,2.6055,0
1.713,0,0,0,0,2.9941,2.9891,2.6244,0
1.714,0,0,0,0,2.9945,2.9887,2.6419,0
1.715,0,0,0,0,2.995,2.9882,2.6581,0
1.716,0,0,0,0,2.9953,2.9875,2.673,0
1.717,0,0,0,0,2.9956,2.9865,2.6866,0
1.718,0,0,0,0,2.9961,2.9856,2.6994,0
1.719,0,0,0,0,2.9973,2.9851,2.7116,0
1.72,0,0,0,0,2.9984,2.9844,2.7229,0
1.721,0,0,0,0,2.999,2.9829,2.7327,0
1.722,0,0,0,0,2.9992,2.9807,2.7413,0
1.723,0,0,0,0,2.9995,2.9784,2.7492,0
1.724,0,0,0,0,2.9999,2.9758,2.7565,0
1.725,0,0,0,0,3.0002,2.9728,2.763,0
1.726,0,0,0,0,3.0006,2.9693,2.7688,0
1.727,0,0,0,0,3.0009,2.9654,2.7741,0
1.728,0,0,0,0,3.0012,2.9611,2.7788,0
1.729,0,0,0,0,3.0015,2.9561,2.7831,0
1.73,0,0,0,0,3.0018,2.9506,2.7869,0
1.731,0,0,0,0,3.0021,2.9445,2.7903,0
1.732,0,0,0,0,3.0024,2.9376,2.7933,0
1.733,0,0,0,0,3.0025,2.9299,2.7958,0
1.734,0,0,0,0,3.0029,2.9216,2.7983,0
1.735,0,0,0,0,3.0038,2.9131,2.8011,0
1.736,0,0,0,0,3.0048,2.9037,2.8036,0
1.737,0,0,0,0,3.0052,2.8927,2.8054,0
1.738,0,0,0,0,3.0052,2.8804,2.8066,0
1.739,0,0,0,0,3.0053,2.8671,2.8078,0
1.74,0,0,0,0,3.0055,2.8528,2.8089,0
1.741,0,0,0,0,3.0056,2.8372,2.8098,0
1.742,0,0,0,0,3.0057,2.8203,2.8106,0
1.743,0,0,0,0,3.0058,2.8021,2.8113,0
1.744,0,0,0,0,3.0058,2.7825,2.8119,0
1.745,0,0,0,0,3.0057,2.7614,2.8122,0
1.746,0,0,0,0,3.0059,2.739,2.8127,0
1.747,0,0,0,0,3.0067,2.7156,2.8138,0
1.748,0,0,0,0,3.0074,2.6907,2.8147,0
1.749,0,0,0,0,3.0075,2.6636,2.815,0
1.75,0,0,0,0,3.0073,2.6346,2.815,0
1.751,0,0,0,0,3.007,2.6039,2.8149,0
1.752,0,0,0,0,3.0067,2.5716,2.8148,0
1.753,0,0,0,0,3.0065,2.5376,2.8147,0
1.754,0,0,0,0,3.0061,2.5018,2.8144,0
1.755,0,0,0,0,3.0056,2.4642,2.814,0
1.756,0,0,0,0,3.0054,2.4252,2.8139,0
1.757,0,0,0,0,3.0057,2.385,2.8143,0
1.758,0,0,0,0,3.006,2.3431,2.8146,0
1.759,0,0,0,0,3.0058,2.2992,2.8144,0
1.76,0,0,0,0,3.0051,2.2535,2.8138,0
1.761,0,0,0,0,3.0046,2.2064,2.8133,0
1.762,0,0,0,0,3.0041,2.1579,2.8129,0
1.763,0,0,0,0,3.0036,2.108,2.8125,0
1.764,0,0,0,0,3.0031,2.0569,2.812,0
1.765,0,0,0,0,3.0025,2.0045,2.8115,0
1.766,0,0,0,0,3.0019,1.9511,2.8109,0
1.767,0,0,0,0,3.0014,1.8967,2.8104,0
1.768,0,0,0,0,3.0008,1.8415,2.8099,0
1.769,0,0,0,0,3.0002,1.7855,2.8093,0
1.77,0,0,0,0,2.9996,1.7288,2.8087,0
1.771,0,0,0,0,2.999,1.6717,2.8082,0
1.772,0,0,0,0,2.9984,1.6142,2.8076,0
1.773,0,0,0,0,2.9977,1.5564,2.807,0
1.774,0,0,0,0,2.9971,1.4986,2.8064,0
1.775,0,0,0,0,2.9965,1.4407,2.8059,0
1.776,0,0,0,0,2.9959,1.383,2.8053,0
1.777,0,0,0,0,2.9952,1.3256,2.8047,0
1.778,0,0,0,0,2.9946,1.2686,2.8041,0
1.779,0,0,0,0,2.994,1.2122,2.8036,0
1.78,0,0,0,0,2.9934,1.1564,2.803,0
1.781,0,0,0,0,2.9926,1.1014,2.8022,0
1.782,0,0,0,0,2.9922,1.0474,2.8018,0
1.783,0,0,0,0,2.9923,0.9946,2.802,0
1.784,0,0,0,0,2.9925,0.9429,2.8021,0
1.785,0,0,0,0,2.9921,0.8922,2.8017,0
1.786,0,0,0,0,2.9914,0.8427,2.8011,0
1.787,0,0,0,0,2.9908,0.7946,2.8005,0
1.788,0,0,0,0,2.9903,0.7479,2.8001,0
1.789,0,0,0,0,2.9898,0.7028,2.7996,0
1.79,0,0,0,0,2.9893,0.6592,2.7991,0
1.791,0,0,0,0,2.9888,0.6172,2.7986,0
1.792,0,0,0,0,2.9883,0.5769,2.7982,0
1.793,0,0,0,0,2.9879,0.5382,2.7978,0
1.794,0,0,0,0,2.9874,0.5012,2.7974,0
1.795,0,0,0,0,2.987,0.4659,2.797,0
1.796,0,0,0,0,2.9867,0.4323,2.7967,0
1.797,0,0,0,0,2.9865,0.4003,2.7965,0
1.798,0,0,0,0,2.986,0.37,2.796,0
1.799,0,0,0,0,2.9849,0.3413,2.795,0
1.8,0,0,0,0,2.9839,0.3142,2.7941,0
1.801,0,0,0,0,2.9838,0.2888,2.794,0
1.802,0,0,0,0,2.9837,0.2649,2.7939,0
1.803,0,0,0,0,2.983,0.2425,2.7932,0
1.804,0,0,0,0,2.9822,0.2216,2.7925,0
1.805,0,0,0,0,2.982,0.2021,2.7923,0
1.806,0,0,0,0,2.9822,0.1839,2.7925,0
1.807,0,0,0,0,2.9822,0.1671,2.7925,0
1.808,0,0,0,0,2.9823,0.1515,2.7926,0
1.809,0,0,0,0,2.9825,0.1371,2.7928,0
1.81,0,0,0,0,2.9825,0.1238,2.7928,0
1.811,0,0,0,0,2.9818,0.1116,2.7921,0
1.812,0,0,0,0,2.9812,0.1003,2.7916,0
1.813,0,0,0,0,2.9814,0.09,2.7917,0
1.814,0,0,0,0,2.9815,0.0807,2.7919,0
1.815,0,0,0,0,2.9811,0.0721,2.7914,0
1.816,0,0,0,0,2.9804,0.0643,2.7908,0
1.817,0,0,0,0,2.9803,0.0572,2.7907,0
1.818,0,0,0,0,2.9809,0.0509,2.7912,0
1.819,0,0,0,0,2.9819,0.0451,2.7922,0
1.82,0,0,0,0,2.9829,0.0399,2.7931,0
1.821,0,0,0,0,2.9833,0.0353,2.7935,0
1.822,0,0,0,0,2.9834,0.0311,2.7936,0
1.823,0,0,0,0,2.9836,0.0273,2.7938,0
1.824,0,0,0,0,2.984,0.024,2.7942,0
1.825,0,0,0,0,2.9843,0.021,2.7944,0
1.826,0,0,0,0,2.9846,0.0183,2.7947,0
1.827,0,0,0,0,2.9849,0.016,2.795,0
1.828,0,0,0,0,2.9852,0.0139,2.7953,0
1.829,0,0,0,0,2.9856,0.0121,2.7956,0
1.83,0,0,0,0,2.9859,0.0105,2.796,0
1.831,0,0,0,0,2.9863,0.009,2.7963,0
1.832,0,0,0,0,2.9866,0.0078,2.7966,0
1.833,0,0,0,0,2.987,0.0067,2.7969,0
1.834,0,0,0,0,2.9873,0.0058,2.7973,0
1.835,0,0,0,0,2.9877,0.0049,2.7976,0
1.836,0,0,0,0,2.988,0.0042,2.798,0
1.837,0,0,0,0,2.9884,0.0036,2.7983,0
1.838,0,0,0,0,2.9888,0.0031,2.7986,0
1.839,0,0,0,0,2.9891,0.0026,2.799,0
1.84,0,0,0,0,2.9895,0.0022,2.7993,0
1.841,0,0,0,0,2.9899,0.0019,2.7997,0
1.842,0,0,0,0,2.9902,0.0016,2.8,0
1.843,0,0,0,0,2.9906,0.0013,2.8003,0
1.844,0,0,0,0,2.9909,0.0011,2.8007,0
1.845,0,0,0,0,2.9913,0.0009,2.801,0
1.846,0,0,0,0,2.9916,0.0008,2.8013,0
1.847,0,0,0,0,2.992,0.0007,2.8017,0
1.848,0,0,0,0,2.9923,0.0005,2.802,0
1.849,0,0,0,0,2.9927,0.0005,2.8023,0
1.85,0,0,0,0,2.993,0.0004,2.8026,0
1.851,0,0,0,0,2.9933,0.0003,2.8029,0
1.852,0,0,0,0,2.9936,0.0003,2.8032,0
1.853,0,0,0,0,2.9939,0.0002,2.8034,0
1.854,0,0,0,0,2.9942,0.0002,2.8037,0
1.855,0,0,0,0,2.9945,0.0001,2.804,0
1.856,0,0,0,0,2.9948,0.0001,2.8043,0.0001
1.857,0,0,0,0,2.9951,0.0001,2.8046,0.0001
1.858,0,0,0,0,2.9954,0.0001,2.8049,0.0001
1.859,0,0,0,0,2.9958,0.0001,2.8052,0.0001
1.86,0,0,0,0,2.996,0.0001,2.8055,0.0001
1.861,0,0,0,0,2.9962,0,2.8056,0.0001
1.862,0,0,0,0,2.9967,0,2.806,0.0002
1.863,0,0,0,0,2.9977,0,2.807,0.0002
1.864,0,0,0,0,2.9988,0,2.808,0.0002
1.865,0,0,0,0,2.9992,0,2.8084,0.0003
1.866,0,0,0,0,2.9994,0,2.8086,0.0003
1.867,0,0,0,0,2.9997,0,2.8089,0.0004
1.868,0,0,0,0,3,0,2.8091,0.0005
1.869,0,0,0,0,3.0001,0,2.8093,0.0005
1.87,0,0,0,0,3.0005,0,2.8097,0.0006
1.871,0,0,0,0,3.0016,0,2.8106,0.0008
1.872,0,0,0,0,3.0026,0,2.8116,0.0009
1.873,0,0,0,0,3.003,0,2.812,0.001
1.874,0,0,0,0,3.0031,0,2.8121,0.0012
1.875,0,0,0,0,3.0034,0,2.8123,0.0014
1.876,0,0,0,0,3.0036,0,2.8126,0.0017
1.877,0,0,0,0,3.0039,0,2.8128,0.0019
1.878,0,0,0,0,3.0041,0,2.813,0.0023
1.879,0,0,0,0,3.0043,0,2.8132,0.0026
1.88,0,0,0,0,3.0045,0,2.8134,0.003
1.881,0,0,0,0,3.0047,0,2.8136,0.0035
1.882,0,0,0,0,3.0049,0,2.8138,0.0041
1.883,0,0,0,0,3.0051,0,2.814,0.0047
1.884,0,0,0,0,3.0053,0,2.8141,0.0054
1.885,0,0,0,0,3.0054,0,2.8142,0.0062
1.886,0,0,0,0,3.0056,0,2.8144,0.0071
1.887,0,0,0,0,3.0059,0,2.8147,0.0081
1.888,0,0,0,0,3.0059,0,2.8147,0.0093
1.889,0,0,0,0,3.0052,0,2.8141,0.0106
1.89,0,0,0,0,3.0046,0,2.8134,0.0121
1.891,0,0,0,0,3.0045,0,2.8134,0.0137
1.892,0,0,0,0,3.0047,0,2.8136,0.0156
1.893,0,0,0,0,3.0049,0,2.8137,0.0176
1.894,0,0,0,0,3.0049,0,2.8137,0.0199
1.895,0,0,0,0,3.0049,0,2.8137,0.0225
1.896,0,0,0,0,3.0049,0,2.8138,0.0253
1.897,0,0,0,0,3.0049,0,2.8138,0.0285
1.898,0,0,0,0,3.0049,0,2.8137,0.032
1.899,0,0,0,0,3.0049,0,2.8137,0.0358
1.9,0,0,0,0,3.0048,0,2.8137,0.0401
1.901,0,0,0,0,3.0047,0,2.8136,0.0448
1.902,0,0,0,0,3.0046,0,2.8134,0.0499
1.903,0,0,0,0,3.0044,0,2.8133,0.0556
1.904,0,0,0,0,3.0043,0,2.8132,0.0618
1.905,0,0,0,0,3.0041,0,2.813,0.0685
1.906,0,0,0,0,3.0039,0,2.8128,0.0759
1.907,0,0,0,0,3.0035,0,2.8125,0.0838
1.908,0,0,0,0,3.0035,0,2.8124,0.0925
1.909,0,0,0,0,3.004,0,2.8129,0.102
1.91,0,0,0,0,3.0045,0,2.8133,0.1122
1.911,0,0,0,0,3.0043,0,2.8132,0.1232
1.912,0,0,0,0,3.0039,0,2.8128,0.135
1.913,0,0,0,0,3.0035,0,2.8124,0.1478
1.914,0,0,0,0,3.0032,0,2.8121,0.1614
1.915,0,0,0,0,3.0028,0,2.8118,0.1761
1.916,0,0,0,0,3.0024,0,2.8114,0.1918
1.917,0,0,0,0,3.0021,0,2.8111,0.2085
1.918,0,0,0,0,3.0016,0,2.8106,0.2263
1.919,0,0,0,0,3.001,0,2.8101,0.2452
1.92,0,0,0,0,3.0006,0,2.8098,0.2653
1.921,0,0,0,0,3.0009,0,2.81,0.2867
1.922,0,0,0,0,3.0011,0,2.8102,0.3093
1.923,0,0,0,0,3.0007,0,2.8098,0.333
1.924,0,0,0,0,2.9999,0,2.8091,0.358
1.925,0,0,0,0,2.9992,0,2.8084,0.3843
1.926,0,0,0,0,2.9985,0,2.8078,0.4118
1.927,0,0,0,0,2.9977,0,2.807,0.4407
1.928,0,0,0,0,2.9969,0,2.8063,0.4708
1.929,0,0,0,0,2.9961,0,2.8055,0.5023
1.93,0,0,0,0,2.9951,0,2.8045,0.535
1.931,0,0,0,0,2.9939,0,2.8034,0.5689
1.932,0,0,0,0,2.9929,0,2.8025,0.6042
1.933,0,0,0,0,2.9925,0,2.8021,0.6409
1.934,0,0,0,0,2.9919,0,2.8015,0.6787
1.935,0,0,0,0,2.9904,0,2.8002,0.7176
1.936,0,0,0,0,2.9888,0,2.7987,0.7576
1.937,0,0,0,0,2.9879,0,2.7978,0.7989
1.938,0,0,0,0,2.9868,0,2.7968,0.8412
1.939,0,0,0,0,2.9848,0,2.7949,0.8843
1.94,0,0,0,0,2.9825,0,2.7927,0.9283
1.941,0,0,0,0,2.9806,0,2.791,0.9734
1.942,0,0,0,0,2.9789,0,2.7894,1.0193
1.943,0,0,0,0,2.9767,0,2.7873,1.0659
1.944,0,0,0,0,2.9743,0,2.7851,1.1132
1.945,0,0,0,0,2.9717,0,2.7826,1.161
1.946,0,0,0,0,2.9685,0,2.7796,1.2093
1.947,0,0,0,0,2.9643,0,2.7757,1.2576
1.948,0,0,0,0,2.9598,0,2.7715,1.3062
1.949,0,0,0,0,2.9554,0,2.7674,1.3553
1.95,0,0,0,0,2.9509,0,2.7632,1.4046
1.951,0,0,0,0,2.9461,0,2.7587,1.454
1.952,0,0,0,0,2.9403,0,2.7532,1.5031
1.953,0,0,0,0,2.9334,0,2.7468,1.5517
1.954,0,0,0,0,2.9259,0,2.7398,1.6
1.955,0,0,0,0,2.9186,0,2.7329,1.6484
1.956,0,0,0,0,2.9106,0,2.7254,1.6963
1.957,0,0,0,0,2.9013,0,2.7167,1.7433
1.958,0,0,0,0,2.8909,0,2.707,1.7895
1.959,0,0,0,0,2.8799,0,2.6967,1.8351
1.96,0,0,0,0,2.8682,0,2.6857,1.8799
1.961,0,0,0,0,2.8555,0,2.6739,1.9238
1.962,0,0,0,0,2.842,0,2.6612,1.9668
1.963,0,0,0,0,2.8275,0,2.6476,2.0089
1.964,0,0,0,0,2.812,0,2.6331,2.0498
1.965,0,0,0,0,2.7953,0,2.6175,2.0895
1.966,0,0,0,0,2.7779,0,2.6012,2.1284
1.967,0,0,0,0,2.7599,0,2.5843,2.1664
1.968,0,0,0,0,2.7408,0,2.5665,2.2033
1.969,0,0,0,0,2.72,0,2.5469,2.2385
1.97,0,0,0,0,2.6977,0,2.5261,2.2722
1.971,0,0,0,0,2.6742,0,2.5041,2.3047
1.972,0,0,0,0,2.6496,0,2.4811,2.3359
1.973,0,0,0,0,2.6237,0,2.4568,2.3659
1.974,0,0,0,0,2.5966,0,2.4314,2.3945
1.975,0,0,0,0,2.5681,0,2.4047,2.4218
1.976,0,0,0,0,2.5383,0,2.3768,2.4478
1.977,0,0,0,0,2.5072,0,2.3477,2.4725
1.978,0,0,0,0,2.4748,0,2.3173,2.496
1.979,0,0,0,0,2.441,0,2.2857,2.5182
1.98,0,0,0,0,2.406,0,2.253,2.5392
1.981,0,0,0,0,2.3697,0,2.219,2.5591
1.982,0,0,0,0,2.3322,0,2.1838,2.5777
1.983,0,0,0,0,2.2934,0,2.1475,2.5953
1.984,0,0,0,0,2.2534,0,2.11,2.6117
1.985,0,0,0,0,2.2122,0,2.0715,2.6271
1.986,0,0,0,0,2.1699,0,2.0319,2.6415
1.987,0,0,0,0,2.1266,0,1.9913,2.655
1.988,0,0,0,0,2.0822,0,1.9497,2.6674
1.989,0,0,0,0,2.0368,0,1.9073,2.679
1.99,0,0,0,0,1.9906,0,1.864,2.6898
1.991,0,0,0,0,1.9435,0,1.8199,2.6997
1.992,0,0,0,0,1.8956,0,1.775,2.7089
1.993,0,0,0,0,1.8471,0,1.7296,2.7174
1.994,0,0,0,0,1.7979,0,1.6836,2.7252
1.995,0,0,0,0,1.7483,0,1.6371,2.7324
1.996,0,0,0,0,1.6981,0,1.5901,2.7389
1.997,0,0,0,0,1.6476,0,1.5428,2.7447
1.998,0,0,0,0,1.5969,0,1.4953,2.7503
1.999,0,0,0,0,1.5464,0,1.448,2.756
2,0,0,0,0,1.4957,0,1.4006,2.7612
2.001,0,0,0,0,1.4448,0,1.3529,2.7655
2.002,0,0,0,0,1.3938,0,1.3051,2.769
2.003,0,0,0,0,1.343,0,1.2576,2.7723
2.004,0,0,0,0,1.2926,0,1.2104,2.7754
2.005,0,0,0,0,1.2425,0,1.1635,2.7781
2.006,0,0,0,0,1.1929,0,1.117,2.7805
2.007,0,0,0,0,1.1438,0,1.071,2.7827
2.008,0,0,0,0,1.0954,0,1.0257,2.7847
2.009,0,0,0,0,1.0476,0,0.981,2.7864
2.01,0,0,0,0,1.0007,0,0.937,2.788
2.011,0,0,0,0,0.9546,0,0.8939,2.7894
2.012,0,0,0,0,0.9094,0,0.8516,2.7906
2.013,0,0,0,0,0.8652,0,0.8102,2.7917
2.014,0,0,0,0,0.8221,0,0.7698,2.7927
2.015,0,0,0,0,0.78,0,0.7304,2.7935
2.016,0,0,0,0,0.7391,0,0.692,2.7943
2.017,0,0,0,0,0.6993,0,0.6548,2.7949
2.018,0,0,0,0,0.6608,0,0.6187,2.7955
2.019,0,0,0,0,0.6235,0,0.5838,2.796
2.02,0,0,0,0,0.5875,0,0.5501,2.7965
2.021,0,0,0,0,0.5528,0,0.5176,2.7969
2.022,0,0,0,0,0.5193,0,0.4863,2.7972
2.023,0,0,0,0,0.4872,0,0.4562,2.7976
2.024,0,0,0,0,0.4565,0,0.4274,2.7978
2.025,0,0,0,0,0.427,0,0.3998,2.7981
2.026,0,0,0,0,0.3988,0,0.3735,2.7983
2.027,0,0,0,0,0.372,0,0.3483,2.7985
2.028,0,0,0,0,0.3464,0,0.3244,2.7987
2.029,0,0,0,0,0.3222,0,0.3017,2.7989
2.03,0,0,0,0,0.2991,0,0.2801,2.799
2.031,0,0,0,0,0.2773,0,0.2597,2.799
2.032,0,0,0,0,0.2567,0,0.2404,2.7993
2.033,0,0,0,0,0.2373,0,0.2222,2.8002
2.034,0,0,0,0,0.2191,0,0.2052,2.801
2.035,0,0,0,0,0.2019,0,0.189,2.8013
2.036,0,0,0,0,0.1857,0,0.1739,2.8013
2.037,0,0,0,0,0.1706,0,0.1598,2.8013
2.038,0,0,0,0,0.1565,0,0.1465,2.8015
2.039,0,0,0,0,0.1433,0,0.1342,2.8016
2.04,0,0,0,0,0.131,0,0.1227,2.8017
2.041,0,0,0,0,0.1196,0,0.112,2.8019
2.042,0,0,0,0,0.109,0,0.1021,2.802
2.043,0,0,0,0,0.0992,0,0.0929,2.8021
2.044,0,0,0,0,0.0901,0,0.0844,2.8023
2.045,0,0,0,0,0.0817,0,0.0765,2.8024
2.046,0,0,0,0,0.074,0,0.0693,2.8025
2.047,0,0,0,0,0.0669,0,0.0627,2.8027
2.048,0,0,0,0,0.0604,0,0.0566,2.8028
2.049,0,0,0,0,0.0544,0,0.051,2.803
2.05,0,0,0,0,0.049,0,0.0459,2.8031
2.051,0,0,0,0,0.044,0,0.0412,2.8031
2.052,0,0,0,0,0.0395,0,0.0369,2.8034
2.053,0,0,0,0,0.0353,0,0.0331,2.8042
2.054,0,0,0,0,0.0316,0,0.0296,2.805
2.055,0,0,0,0,0.0282,0,0.0264,2.8053
2.056,0,0,0,0,0.0251,0,0.0235,2.8053
2.057,0,0,0,0,0.0223,0,0.0209,2.8054
2.058,0,0,0,0,0.0198,0,0.0186,2.8056
2.059,0,0,0,0,0.0176,0,0.0165,2.8058
2.06,0,0,0,0,0.0156,0,0.0146,2.8059
2.061,0,0,0,0,0.0138,0,0.0129,2.8059
2.062,0,0,0,0,0.0121,0,0.0114,2.8062
2.063,0,0,0,0,0.0107,0,0.01,2.8071
2.064,0,0,0,0,0.0094,0,0.0088,2.808
2.065,0,0,0,0,0.0082,0,0.0077,2.8083
2.066,0,0,0,0,0.0072,0,0.0068,2.8084
2.067,0,0,0,0,0.0063,0,0.0059,2.8085
2.068,0,0,0,0,0.0055,0,0.0052,2.8088
2.069,0,0,0,0,0.0048,0,0.0045,2.809
2.07,0,0,0,0,0.0042,0,0.0039,2.8092
2.071,0,0,0,0,0.0036,0,0.0034,2.8094
2.072,0,0,0,0,0.0032,0,0.003,2.8096
2.073,0,0,0,0,0.0027,0,0.0026,2.8098
2.074,0,0,0,0,0.0024,0,0.0022,2.8101
2.075,0,0,0,0,0.002,0,0.0019,2.8104
2.076,0,0,0,0,0.0018,0,0.0016,2.8106
2.077,0,0,0,0,0.0015,0,0.0014,2.8107
2.078,0,0,0,0,0.0013,0,0.0012,2.8111
2.079,0,0,0,0,0.0011,0,0.001,2.812
2.08,0,0,0,0,0.001,0,0.0009,2.813
2.081,0,0,0,0,0.0008,0,0.0008,2.8134
2.082,0,0,0,0,0.0007,0,0.0006,2.8136
2.083,0,0,0,0,0.0006,0,0.0006,2.8138
2.084,0,0,0,0,0.0005,0,0.0005,2.8141
2.085,0,0,0,0,0.0004,0,0.0004,2.8144
2.086,0,0,0,0,0.0004,0,0.0003,2.8147
2.087,0,0,0,0,0.0003,0,0.0003,2.815
2.088,0,0,0,0,0.0003,0,0.0002,2.8153
2.089,0,0,0,0,0.0002,0,0.0002,2.8157
2.09,0,0,0,0,0.0002,0,0.0002,2.816
2.091,0,0,0,0,0.0002,0,0.0001,2.8163
2.092,0,0,0,0,0.0001,0,0.0001,2.8166
2.093,0,0,0,0,0.0001,0,0.0001,2.817
2.094,0,0,0,0,0.0001,0,0.0001,2.8173
2.095,0,0,0,0,0.0001,0,0.0001,2.8177
2.096,0,0,0,0,0.0001,0,0.0001,2.818
2.097,0,0,0,0,0.0001,0,0,2.8184
2.098,0,0,0,0,0,0,0,2.8187
2.099,0,0,0,0,0,0,0,2.8191
2.1,0,0,0,0,0,0,0,2.8195
2.101,0,0,0,0,0,0,0,2.8199
2.102,0,0,0,0,0,0,0,2.8204
2.103,0,0,0,0,0,0,0,2.8209
2.104,0,0,0,0,0,0,0,2.8214
2.105,0,0,0,0,0,0,0,2.8219
2.106,0,0,0,0,0,0,0,2.8224
2.107,0,0,0,0,0,0,0,2.8229
2.108,0,0,0,0,0,0,0,2.8234
2.109,0,0,0,0,0,0,0,2.8239
2.11,0,0,0,0,0,0,0,2.8245
2.111,0,0,0,0,0,0,0,2.8251
2.112,0,0,0,0,0,0,0,2.8256
2.113,0,0,0,0,0,0,0,2.826
2.114,0,0,0,0,0,0,0,2.8267
2.115,0,0,0,0,0,0,0,2.828
2.116,0,0,0,0,0,0,0,2.8292
2.117,0,0,0,0,0,0,0,2.8299
2.118,0,0,0,0,0,0,0,2.8303
2.119,0,0,0,0,0,0,0,2.831
2.12,0,0,0,0,0,0,0,2.8315
2.121,0,0,0,0,0,0,0,2.8313
2.122,0,0,0,0,0,0,0,2.8311
2.123,0,0,0,0,0,0,0,2.8316
2.124,0,0,0,0,0,0,0,2.8322
2.125,0,0,0,0,0,0,0,2.8327
2.126,0,0,0,0,0,0,0,2.8333
2.127,0,0,0,0,0,0,0,2.8346
2.128,0,0,0,0,0,0,0,2.8358
2.129,0,0,0,0,0,0,0,2.8365
2.13,0,0,0,0,0,0,0,2.8369
2.131,0,0,0,0,0,0,0,2.8373
2.132,0,0,0,0,0,0,0,2.8379
2.133,0,0,0,0,0,0,0,2.8384
2.134,0,0,0,0,0,0,0,2.8388
2.135,0,0,0,0,0,0,0,2.8393
2.136,0,0,0,0,0,0,0,2.8397
2.137,0,0,0,0,0,0,0,2.8402
