# WAVELENGTH THROUGHPUT
7.475499877929687731e-01 0.000000000000000000e+00
7.485499877929687740e-01 0.000000000000000000e+00
7.495499877929687749e-01 4.159781124029968129e-07
7.505499877929687758e-01 4.388312780824263608e-07
7.515499877929687766e-01 4.682199349915562683e-07
7.525499877929687775e-01 4.451443571073475594e-07
7.535499877929687784e-01 4.801408980217658732e-07
7.545499877929687793e-01 4.633375786237936758e-07
7.555499877929687802e-01 4.625132581075941913e-07
7.565499877929687811e-01 4.288766008697985073e-07
7.575499877929687820e-01 4.694316168958209079e-07
7.585499877929687829e-01 5.197542721588724814e-07
7.595499877929687838e-01 5.234920779172502860e-07
7.605499877929687846e-01 5.415127009489030952e-07
7.615499877929687855e-01 5.320282472183079461e-07
7.625499877929687864e-01 5.953396366142039576e-07
7.635499877929687873e-01 5.930266996810387892e-07
7.645499877929687882e-01 6.089931264950152258e-07
7.655499877929687891e-01 6.365203852088316371e-07
7.665499877929687900e-01 6.459745155837563931e-07
7.675499877929687909e-01 7.011175954741434527e-07
7.685499877929687917e-01 7.493915323468612237e-07
7.695499877929687926e-01 9.854008434507374756e-07
7.705499877929687935e-01 1.135800024086986340e-06
7.715499877929687944e-01 1.542225271522462321e-06
7.725499877929687953e-01 2.044962759808642468e-06
7.735499877929687962e-01 3.028297222584493986e-06
7.745499877929687971e-01 4.582815826329901549e-06
7.755499877929687980e-01 6.775177653338273711e-06
7.765499877929687988e-01 9.841279010703190658e-06
7.775499877929687997e-01 1.394721218046754417e-05
7.785499877929688006e-01 1.962249036479916706e-05
7.795499877929688015e-01 2.663897445120368940e-05
7.805499877929688024e-01 3.739050906943068608e-05
7.815499877929688033e-01 5.330211020651473677e-05
7.825499877929688042e-01 8.030908613728100309e-05
7.835499877929688051e-01 1.332662553122010895e-04
7.845499877929686949e-01 2.308763436276350576e-04
7.855499877929686958e-01 4.492576739969401261e-04
7.865499877929686967e-01 9.751827953034216453e-04
7.875499877929686976e-01 2.212001517971308971e-03
7.885499877929686985e-01 5.212485400703814956e-03
7.895499877929686994e-01 1.225309284599658370e-02
7.905499877929687003e-01 2.582324504697252124e-02
7.915499877929687012e-01 4.842365152567588982e-02
7.925499877929687020e-01 7.965269737393823601e-02
7.935499877929687029e-01 1.177002425327773744e-01
7.945499877929687038e-01 1.552158890065117591e-01
7.955499877929687047e-01 1.887634114398045460e-01
7.965499877929687056e-01 2.169947517940536141e-01
7.975499877929687065e-01 2.378560847573962800e-01
7.985499877929687074e-01 2.526897365216474456e-01
7.995499877929687083e-01 2.622088348236810695e-01
8.005499877929687091e-01 2.688692282918050402e-01
8.015499877929687100e-01 2.720770964104010092e-01
8.025499877929687109e-01 2.729920492842831115e-01
8.035499877929687118e-01 2.734983748758259003e-01
8.045499877929687127e-01 2.746691977251070060e-01
8.055499877929687136e-01 2.755520847554540076e-01
8.065499877929687145e-01 2.747909825520889471e-01
8.075499877929687154e-01 2.714736542208490144e-01
8.085499877929687162e-01 2.669560455154106893e-01
8.095499877929687171e-01 2.636042828106499591e-01
8.105499877929687180e-01 2.630584667934627308e-01
8.115499877929687189e-01 2.650986330072613306e-01
8.125499877929687198e-01 2.684522443976873896e-01
8.135499877929687207e-01 2.706864376310790243e-01
8.145499877929687216e-01 2.730779390123337369e-01
8.155499877929687225e-01 2.724235655260656142e-01
8.165499877929687234e-01 2.722051574725944389e-01
8.175499877929687242e-01 2.741043164461675063e-01
8.185499877929687251e-01 2.787363322005033117e-01
8.195499877929687260e-01 2.835916575578785737e-01
8.205499877929687269e-01 2.902121488711251751e-01
8.215499877929687278e-01 2.951161027995972685e-01
8.225499877929687287e-01 2.974725332446128689e-01
8.235499877929687296e-01 2.982788963566563867e-01
8.245499877929687305e-01 2.976830938114027325e-01
8.255499877929687313e-01 2.944914883154254870e-01
8.265499877929687322e-01 2.913375821860554882e-01
